FIL-USDT-SWAP,NEAR-USDT-SWAP,FIL-USDT-SWAP_log,NEAR-USDT-SWAP_log,Spread,ZScore
1.27,1.491,0.23901690047049992,0.39944703578260143,0.014154891289451299,1.2297552543055752
1.27,1.491,0.23901690047049992,0.39944703578260143,0.014154891289451299,1.2023251091400047
1.27,1.491,0.23901690047049992,0.39944703578260143,0.014154891289451299,1.0908600828708843
1.27,1.491,0.23901690047049992,0.39944703578260143,0.014154891289451299,0.99598191423017
1.27,1.491,0.23901690047049992,0.39944703578260143,0.014154891289451299,0.9056522443420416
1.27,1.491,0.23901690047049992,0.39944703578260143,0.014154891289451299,0.8410818517015997
1.27,1.491,0.23901690047049992,0.39944703578260143,0.014154891289451299,0.7620970791506438
1.27,1.491,0.23901690047049992,0.39944703578260143,0.014154891289451299,0.7759986793679494
1.27,1.488,0.23901690047049992,0.3974329364109001,0.015288694749836823,1.1261571033141813
1.27,1.488,0.23901690047049992,0.3974329364109001,0.015288694749836823,1.033611007055488
1.27,1.488,0.23901690047049992,0.3974329364109001,0.015288694749836823,0.9428843610655094
1.27,1.488,0.23901690047049992,0.3974329364109001,0.015288694749836823,0.8600271421106598
1.27,1.488,0.23901690047049992,0.3974329364109001,0.015288694749836823,0.7899985490579914
1.27,1.489,0.23901690047049992,0.398104753701872,0.014910506473750251,0.607512351129522
1.27,1.489,0.23901690047049992,0.398104753701872,0.014910506473750251,0.559255135798745
1.27,1.486,0.23901690047049992,0.39608794629556743,0.01604583437679591,1.2720621923145752
1.269,1.487,0.23822918873225055,0.3967606674780181,0.014879425531912266,0.5013057653396561
1.269,1.486,0.23822918873225055,0.39608794629556743,0.015258122638546534,0.6730815780398873
1.269,1.485,0.23822918873225055,0.395414772254663,0.015637074674251933,0.8514713504769761
1.269,1.483,0.23822918873225055,0.3940670631557951,0.016395744907388793,1.2650611550318411
1.27,1.489,0.23901690047049992,0.398104753701872,0.014910506473750251,0.03402790740679627
1.266,1.488,0.23586232372198446,0.3974329364109001,0.012134118001321359,-2.9461563833157323
1.265,1.491,0.23507212217948348,0.39944703578260143,0.010210112998434856,-3.2696615725502043
1.266,1.488,0.23586232372198446,0.3974329364109001,0.012134118001321359,-1.6411934741144554
1.266,1.488,0.23586232372198446,0.3974329364109001,0.012134118001321359,-1.4832215786290823
1.269,1.488,0.23822918873225055,0.3974329364109001,0.014500983011587448,0.04816256817901637
1.264,1.489,0.2342812957246657,0.398104753701872,0.01017490172791602,-2.2657217356978414
1.263,1.488,0.233489843368354,0.3974329364109001,0.00976163764769089,-2.089272347243602
1.264,1.488,0.2342812957246657,0.3974329364109001,0.010553090004002591,-1.5170213902773368
1.264,1.491,0.2342812957246657,0.39944703578260143,0.009419286543617067,-1.7661365982485198
1.263,1.489,0.233489843368354,0.398104753701872,0.009383449371604319,-1.5722862123259016
1.263,1.487,0.233489843368354,0.3967606674780181,0.010140080168015708,-1.1480140099051233
1.263,1.499,0.233489843368354,0.4047982191204607,0.005615475278471033,-2.3619250077933267
1.264,1.489,0.2342812957246657,0.398104753701872,0.01017490172791602,-0.7412363091148455
1.264,1.487,0.2342812957246657,0.3967606674780181,0.010931532524327409,-0.4249920225694028
1.264,1.488,0.2342812957246657,0.3974329364109001,0.010553090004002591,-0.49309386583803266
1.265,1.485,0.23507212217948348,0.395414772254663,0.012480008121484865,0.26140526860440144
1.266,1.487,0.23586232372198446,0.3967606674780181,0.012512560521646177,0.32646398333108806
1.267,1.487,0.23665190133900194,0.3967606674780181,0.013302138138663655,0.6949375761126191
1.267,1.488,0.23665190133900194,0.3974329364109001,0.012923695618338837,0.6345314821407018
1.267,1.482,0.23665190133900194,0.39339252687389514,0.015198176400566171,1.7202339955193198
1.269,1.487,0.23822918873225055,0.3967606674780181,0.014879425531912266,1.5787465017803282
1.268,1.487,0.2374408560150342,0.3967606674780181,0.014091092814695921,1.1425745277499535
1.267,1.488,0.23665190133900194,0.3974329364109001,0.012923695618338837,0.5749215164234895
1.267,1.488,0.23665190133900194,0.3974329364109001,0.012923695618338837,0.554719317250131
1.267,1.489,0.23665190133900194,0.398104753701872,0.012545507342252266,0.3809414292689175
1.264,1.494,0.2342812957246657,0.4014570867106256,0.008287762086698264,-1.3257592291583802
1.269,1.49,0.23822918873225055,0.3987761199573678,0.013744860362270739,0.9327770433735574
1.269,1.491,0.23822918873225055,0.39944703578260143,0.013367179551201924,0.7017343724400575
